M3505002,30-foot Pole (APS STD),Each,
M3505003,38-foot Pole (APS STD),Each,
M3505004,Mast Arm (APS STD),Each,
M3505005,LM-Pole W/Cage,Each,
M3505006,R-Pole,Each,
M3505007,45-foot R Mast Arm,Each,
M3505008,55-foot R Mast Arm,Each,
M3505009,Observation Camera W/20-foot Rise and Wire,Each,
M3505010,Luminaire Riser,Each,
M3505011,Luminaire Arm,Each,
M3505012,Luminaire Head w/Photo Cell & Lamp,Each,
M3505013,12-inch 3 Section Head w/Riser (type F1),Each,
M3505014,12-inch 3 Section Head (Type F),Each,
M3505015,12-inch 5 Section Head (Type Q),Each,
M3505016,12-foot Doghouse (Type Q2),Each,
M3505017,12-inch 3 Section Arrow Head (Type R),Each,
M3505018,12-inch 3 Section Arrow Head w/Riser (Type R1),Each,
M3505019,Pedestrian Head,Each,
M3505020,Pedestrian Mounting Arms (Pair),Each,
M3505021,Pedestrian Push Button,Each,
M3505022,Loops,Each,
M3505023,Astro Brackets,Each,
M3505024,#16 THHN Wire,Lin. Ft.,
M3505025,#14 XHHW Wire,Lin. Ft.,
M3505026,#10 THHN Wire,Lin. Ft.,
M3505027,#10 Bond Wire,Lin. Ft.,
M3505028,Service Wire,Lin. Ft.,
M3505029,Shield Cable Wire (3 Pair),Lin. Ft.,
M3505030,42 Conductor IMSA Cable,Lin. Ft.,
M3505031,5 Conductor IMSA Cable,Lin. Ft.,
M3505032,20 Conductor IMSA Cable,Lin. Ft.,
M3505033,Illuminated Street Signs,Each,
M3505034,Wireless Radio Wire,Lump Sum,
M3505035,Service Pedestal,Lump Sum,
M3505036,Phase Controller,Lump Sum,
M3505037,U.G. Electrical Conduit (Trench),Lump Sum,
M3505038,Remove and Salvage Existing Traffic Calming Equipment,Lump Sum,
M3505039,SRP Power,Lump Sum,
M3505040,Remove 10-inch White Thermoplastic Traffic Stripe,Lin. Ft.,
M3505041,Remove 4-inch Yellow Thermoplastic Traffic Stripe,Lin. Ft.,
M3505042,Remove Thermoplastic Left Turn Arrow,Each,
M3505043,10-inch White Thermoplastic Traffic Stripe,Lin. Ft.,
M3505044,4-inch Yellow Thermoplastic Traffic Stripe,Lin. Ft.,
M3505045,Thermoplastic Left Turn Arrow,Each,
M3506000,Abandon Existing Water Well Per Special Provisions,Each,
M3506010,"Abandon Water Meter, Box and Cover",Each,
M3506011,"Remove Water Meter, Box and Cover",Each,
M3506020,"Abandon Manhole In Place; Remove Frame & Cover, Remove Cone, Backfill and Compact",Each,
M3506030,"Abandon Manhole, per Special Provisions & Plans",Each,
M3506031,Decommission Drywell per ADEQ Guidelines,Each,
M3506032,"Abandon Manhole In Place, Remove Frame & Cover, Remove Cone, Backfill with Cement Enriched Slurry to Finish Subgrade",Each,
M3506040,"Abandon-In-Place & Plug (Slurry Back-fill)-SD Pipe 24"" and Greater",Lin. Ft.,
M3506041,"Abandon-In-Place & Plug (Slurry Back-fill)- SD Pipe Less Than 24"" Diam",Lin. Ft.,
M3506969,Hauling Excavated Material to Salt River,Job,
351,Traffic Signal Material And Construction,,
M3513109,"3/4"" PVC Conduit For Traffic Signal",Lin. Ft.,
M3513110,"1"" PVC Conduit For Traffic Signals",Lin. Ft.,
M3513111,"1"" PVC Sch 40 Conduit",Lin. Ft.,
M3513112,"1"" Rigid Steel Conduit",Lin. Ft.,
M3513115,"1-1/2"" PVC Conduit For Traffic Signal",Lin. Ft.,
M3513120,"2"" PVC Electrical Conduit",Lin. Ft.,
M3513121,"2"" SCH 40 PVC Conduit for Traffic Signal With No. 10 Copper Pull Wire Bent Over Lip of Stubout",Lin. Ft.,
M3513125,"2-1/2"" SCH 40 PVC Conduit",Lin. Ft.,
M3513126,"2-1/2"" Red Schedule 40 PVC Conduit For Traffic Signals",Lin. Ft.,
M3513127,"2-1/2"" SCH 40 PVC Conduit for Traffic Signal With No. 10 Copper Pull Wire Bent Over Lip of Stubout",Lin. Ft.,
M3513130,"3"" PVC Electrical Conduit",Lin. Ft.,
M3513131,"5"" SCH 40 PVC Conduit",Lin. Ft.,
M3513140,"4"" PVC Electrical Conduit",Lin. Ft.,
M3513235,No. 3-1/2 Junction Box,Each,
M3513250,No. 5 Junction Box,Each,
M3513270,No. 7 Junction Box,Each,
M3513275,Pull Box(#7 w/extensions for Security Conduit),Each,
M3513300,"Temporary Overhead Signal Cable I.M.S.A. Special Cable With Carrier Cable, Contingency Item",Lin. Ft.,
M3513303,Traffic Signal Conductors,Lump Sum,
M3513305,Relocate Opticom and Video Detection Equipment,Job,
M3513310,Temporary Traffic Signals (Per Intersection),Each,
M3513350,"1/C #10 THWN,CU 600V Cable",Lin. Ft.,
M3513363,No. 5 Junction Box (APS Furnished),Each,
M3513400,Traffic Signal Loop Detectors,Each,
M3513401,"Relocate ADOT Traffic Signal Equipment, J-Boxes and Conduit including Sign Structure Electrical Conduit in Median Island.  Contingent Item",Each,
M3513402,Traffic Signal Loop Detectors (6' X 50'),Each,
M3513403,Traffic Signal Loop Detectors 6' X 70',Each,
M3513404,Traffic Signal Loop Detectors 6' X 80',Each,
M3513405,Traffic Signal Loop Detectors ( 5' X 20' ),Each,
M3513406,Traffic Signal Loop Detectors (6' X 40') (Quad),Each,
M3513407,Traffic Signal Loop Detectors ( 5' X 40'),Each,
M3513408,Traffic Signal Loop Detectors (6' X 40),Each,
M3513409,Traffic Signal Loop Lead In Cut,Lin. Ft.,
M3513500,Type A Signal Pole Foundation,Each,
M3513501,ADOT Type A Signal Pole Foundation,Each,
M3513502,Type M Signal Pole Foundation,Each,
M3513503,Controller Foundation,Each,
M3513504,Type LM Signal Pole Foundation,Each,
M3513505,"PSP Foundation (APS Service Pedestal) Inclusive of Foundation and Cabinet, installed complete in place",Each,
M3513506,"PSP Foundation (SRP Service Pedestal) Inclusive of Foundation and Cabinet installed, complete in place",Each,
M3513507,Type CM Signal Pole Foundation,Each,
M3513508,Type SM Signal Pole Foundation,Each,
M3513509,Type SR Signal Pole Foundation,Each,
M3513510,Pole Foundation (Type E),Each,
M3513511,Pole Foundation (Type G) (Standard Base),Each,
M3513512,Pole Foundation (Type J),Each,
M3513513,Pole Foundation (Type Q),Each,
M3513515,ADOT Traffic Signals and Lighting,Job,
M3513517,"C.O.P. Special Type SM Signal Pole, Foundation, Cage, Bolts, Nuts, No Mast Arm, No Luminare, City of Phoenix Dwg. 7690.",Each,
M3513518,"C.O.P. Special Type SM Signal Pole, Foundation, Cage, Bolts, Nuts, No Mast Arm, 8-Ft. Luminare, City of Phoenix Dwg. 7690.",Each,
M3513520,"C.O.P. Special Type SM Signal Pole, Foundation, Cage, Bolts, Nuts, 20-Ft. Mast Arm, 8-Ft. Luminare, City of Phoenix Dwg. 7690.",Each,
M3513525,"C.O.P. Special Type SM Signal Pole, Foundation, Cage, Bolts, Nuts, 25-Ft. Mast Arm, 8-Ft. Luminare Mast Arm, City of Phoenix Dwg. 7690.",Each,
M3513526,"Type SM Signal Pole, Foundation, Cage, Bolts, Nuts, 8-Ft Luminaire, 15-Ft. Mast Arm, City of Phoenix Dwg. No. 7690",Each,
M3513528,"C.O.P. Special Type SR Signal Pole, Foundation, Cage, Bolts, Nuts, 30-Ft. Mast Arm, 8-Ft. Luminare, City of Phoenix Dwg. 7690.",Each,
M3513530,"C.O.P. Special Type SR Signal Pole, Foundation, Cage, Bolts, Nuts, 35-Ft Mast Arm, 8-Ft Luminaire, City of Phoenix Dwg No. 7690.",Each,
M3513531,"C.O.P. Special Type SM Signal Pole, Foundation, Cage, Bolts, Nuts, 30-Ft. Mast Arm, 8-Ft. Luminare,
City of Phoenix Dwg. 7690.",Each,
M3513535,"C.O.P. Special Type R Signal Pole, Foundation, Cage, Bolts, Nuts, 35-Ft Mast Arm, 8-Ft Luminaire, City of Phoenix Dwg No. 5047.",Each,
M3513536,"C.O.P. Special Type SM Signal Pole, Foundation, Cage, Bolts, Nuts, 35-Ft. Mast Arm, 8-Ft. Luminare, City of Phoenix Dwg. 7690.",Each,
M3513540,"C.O.P. Special Type SR Signal Pole, Foundation, Cage, Bolts, Nuts, 40-Ft. Mast Arm, 8-Ft. Luminare, City of Phoenix Dwg. 7690.",Each,
M3513544,"C.O.P. Special Type SR Signal Pole, Foundation, Cage, Bolts, Nuts, 45-Ft Mast Arm, 8-Ft Luminaire, City of Phoenix Dwg 7690.",Each,
M3513545,"Type R Signal Pole, Foundation, Cage, Bolts, Nuts, 45-Ft Mast Arm, 8-Ft Luminaire, ADOT Detail T.S.4
-13",Each,
M3513546,"C.O.P. Special Type SR Signal Pole, Foundation, Cage, Bolts, Nuts, 45-Ft Mast Arm, 8-Ft Luminaire, City of Phoenix Dwg. No. 7690.",Each,
M3513550,"Type R Signal Pole, Foundation, Cage, Bolts, Nuts, 50-Ft Mast Arm, 20-Ft Luminaire, ADOT Detail T. S.4-13",Each,
M3513551,"C.O.P. Special Type SR Signal Pole, Foundation, Cage, Bolts, Nuts, 50-Ft Mast Arm, 8-Ft Luminaire, City of Phoenix Dwg No. 7690.",Each,
M3513552,"COP Special Type R Signal Pole, Foundation, Cage, Bolts, Nuts, 30' Mast Arm Per Detail",Each,
M3513555,"Type R Signal Pole, Foundation, Cage, Bolts, Nuts, 55-Ft Mast Arm, 20-Ft Luminaire, ADOT Detail T. S.4-13",Each,
M3513556,"C.O.P. Special R Signal Pole, Foundation, Cage, Bolts, Nuts, 55-Ft Mast Arm, 8-Ft Luminare,
City of Phoenix Dwg. 5047",Each,
M3513557,"Type R Signal Pole, Foundation, Cage, Bolts, Nuts, 45-Ft Mast Arm, 20-Ft. Luminaire, ADOT Detail T. S.4-12",Each,
M3513558,"Type R Signal Pole,Foundation, Cage Bolts, Nuts, 50-Ft Mast Arm, 20-Ft Luminaire, ADOT Detail T.S.4
-13",Each,
M3513625,"Type Q Signal Pole,Foundation, Cage Bolts, Nuts, 25-Ft Mast Arm, 20-Ft Luminaire, ADOT Detail T.S.4
-12",Each,
M3513635,"Type Q Signal Pole,Foundation, Cage Bolts, Nuts, 35-Ft Mast Arm, 20-Ft Luminaire, ADOT Detail T.S.4
-12",Each,
M3513640,"Type Q Signal Pole, Foundation, Cage, Bolts, Nuts, 40-Ft Mast Arm, 8-Ft Luminaire, ADOT Detail T.S.4
-12",Each,
M3513642,"Type Q Signal Pole,Foundation, Cage Bolts, Nuts, 40-Ft Mast Arm, 20-Ft Luminaire, ADOT Detail T.S.4
-12",Each,
M3513706,"Type A Signal Pole (10'), Foundation, Bolts, Nuts, ADOT Detail 4-1",Each,
M3513707,Pole (Type A) 8-Foot,Each,
M3513708,Pole (Type G) (Slip Base),Each,
M3513710,Pole (Type E),Each,
M3513711,Pole (Type F)(Standard Base),Each,
M3513712,Pole (Type K),Each,
M3513713,Pole (Type Q),Each,
M3513740,"Type J Signal Pole, Foundation, Cage, Bolts, Nuts, 40-Ft Mast Arm, ADOT Detail T.S.4-10",Each,
M3513820,Mast Arm (20')(Tapered),Each,
M3513821,"Mast Arm, 20-Ft.",Each,
M3513830,"Furnish & Install, 30-Ft Mast Arm, complete in place per plans, C.O.P. Special Detail Drawing #7690",Each,
M3513835,"Furnish & Install 35-Ft Mast Arm, Complete in place per plans, C.O.P. Special Detail Drawing #7690",Each,
M3513840,Furnish and Install 40- Ft. Mast Arm and 8- Ft. Luminaire on Existing Poles,Each,
M3513841,"Furnish & Install 40-Ft Mast Arm Complete in Place Per Plans, C.O.P. Special Detail Drawing #7690",Each,
M3513843,Remove Existing Traffic Pole per Plan,Each,
M3513844,Remove Existing Signal Junction Box,Each,
M3513845,Mast Arm (45')(Tapered),Each,
M3513850,"Furnish and Install 50' Mast Arm to Existing ""R"" Pole",Each,
M3513855,Furnish and Install Mast Arm and Luminaire Per Plans,Each,
M3513856,"Furnish And Install 38'-6"" Street Light Pole (Dark Bronze)",Each,
M3513857,"Furnish And Install 20'-0"" Street light Pole (Dark Bronze)",Each,
M3513858,"Furnish and Install 38'-6"" Street Light Pole ( Galvanized Steel)",Each,
M3513859,Install Acorn Street Light Pole ( Department Furnished),Each,
M3513860,"Furnish and Install 31 Watt LED Street Light Per COP Street lighting procedures, Standards, and Specification manual.",Each,
M3513861,"Furnish and Install 100 Watt HPS Street Light Per COP Street Lighting procedures, and standards and specification Manual,",Each,
M3513862,"Furnish and Install 71 Watt LED Street Light Per COP Street Lighting Procedures, Standards, And Specification manuals, Latest edition (gray) (6' Mast arm)",Each,
M3513863,"Furnish and Install 97 Watt LED Street Lighting Per COP Street Lighting Procedures, Standards, And Specifications Manual, Latest edition (dark bronze) (4' Mast Arm)",Each,
M3513864,Install Acorn Street Light Pole Foundation,Each,
M3513865,"Furnish and Install 100 Watt HPS Street Light Per  COP Street Lighting Procedures, Standards, and specifications manual, Latest edition (acorn)",Each,
M3513940,"Type K Signal Pole, Foundation, Cage, Bolts, Nuts, 40-Ft Mast Arm, ADOT Detail T.S.4-11",Each,
M3515005,Traffic Signal Face (Type C),Each,
M3515006,Traffic Signal Face (Type F) (LED),Each,
M3515007,Traffic Signal Face (Type R) (LED),Each,
M3515008,Traffic Signal Face (Type Q) (LED),Each,
M3515009,Traffic Signal Face (Pedestrian) (Man/Hand) (LED),Each,
M3515010,Pedestrian Push Button (ADA Compliant),Each,
M3515020,Traffic Signal Mounting Assembly(Type II),Each,
M3515021,Traffic Signal Mounting Assembly(Type V),Each,
M3515022,Traffic Signal Mounting Assembly (Type VII),Each,
M3515023,Traffic Signal Mounting Assembly (Type IV),Each,
M3515024,Control Cabinet Foundation,Each,
M3515025,Control Cabinet (Type 170),Each,
M3515026,Traffic Signal Mounting Assembly Type XI,Each,
M3515028,"Traffic Signal Controller, Cabinet and Foundation",Each,
M3515030,L.E.D. Street Luminaire,Each,
M3515031,L.E.D. Street Luminaire,Each,
M3515040,Luminaire (Hortizontal Mount) (HPS 250 Watt),Each,
M3515041,Luminaire (Hortizontal Mount) (HPS 250 Watt) with Red Obstruction Light,Each,
M3515042,"Furnish and Install Street Light Per C.O.P. Street Lighting Procedures, Standards and Specifications Manual, latest edition.",Each,
M3515043,"Furnish and Install Detention Basin Lighting, complete in place, per plans.",Job,
M3515044,Relocate Existing Light Poles,Each,
M3515045,"Remove Existing Light Poles Standard, Per Plan",Each,
M3515046,Relocate Existing Pull Box,Each,
M3515048,"Street Lighting Per Plan,  Complete and in Place",Job,
M3515049,Establish Electrical Service (APS) No Bid,Each,
M3515050,Load Center Cabinet (120/240 Volt) (Meyers MEUGL-W/TB),Each,
M3515052,"Furnish and Install LED Street Light Per C.O.P. Street Lighting Procedures, Standards and Specifications Manual, latest edition.",Each,
M3515055,Load Center Cabinet Foundation,Each,
M3515060,Emergency Pre-Emption Detectors,Each,
M3515063,Security Lighting Fixture,Each,
M3515065,Emergency Pre-Emption Cable,Lin. Ft.,
M3515070,"Furnish and Install 2700K LED Street Light (for Pedestrian lighting) per COP Street Lighting
Procedures, Standards, and Specifications Manual, Latest Edition",Each,
M3515072,Remove Existing Luminaire and Mast Arm and Dispose,Each,
M3515075,"Furnish and Install LED Street Light 40W 4,700 Lumen (Local Street) per COP Street Lighting Procedures, Standards, and Specifications Manual",Each,
M3515080,"Furnish and Install LED Street Light 95W 11,600 Lumen (Collector Street) per COP Street Lighting Procedures, Standards, and Specifications Manual",Each,
M3515085,"Furnish and Install LED Street Light 115W 13,400 Lumen (Arterial Street) per COP Street Lighting Procedures, Standards, and Specifications Manual",Each,
M3515090,"Furnish and Install 2700K LED Street Light  per COP Street Lighting Procedures, Standards, and Specifications Manual, Latest Edition",Each,
M3515384,Remove Existing Junction Box per Plan,Each,
M3515385,Remove Existing Light Fixture Per Plan,Each,
M3516000,Paint Signal Poles and Street Light Poles,Each,
M3517000,Parking Space Restriping,Each,
M3517010,Parking Lot Line Striping,Job,
3511,,,
M35113132,"3"" HDPE Electrical Conduit",Lin. Ft.,
360,Telecommunication Installation,,
M3600350,Furnish and Install Fiber Optic Duct Bank,Lin. Ft.,
M3600355,Furnish and Install Fiber Optic System,Job,
M3600356,Furnish and Install Fiber Optic System,Each,
M3600360,Furnish and Install Galvanized Steel Duct Bank for Fiber Optics,Lin. Ft.,
M3600600,Furnish and Install Fiber Optic Pull Box,Each,
361,Micro Seal Specifications,,
M3611000,Asphalt Emulsion,Ton,
M3612000,Aggregate for Micro Seal,Ton,
400,"Right-of-Way and Traffic Control (Safety Curbs, Fences, etc)",,
M4004000,"Raised Pavement Marker, ADOT Standard 4-M.2.02, Type J",Each,
M4004001,"Raised Pavement Marker, ADOT Standard 4-M.2.02, Type B",Each,
M4004004,"Pavement Marker, Raised, ADOT Type D, Yellow Two-Sided (Reflective)",Each,
M4004007,"Pavement Marker, Raised, Type G, Clear One-Sided (Reflective)",Each,
M4004008,"Pavement Marker, Raised, Vertical Surface Mount Post (Yellow ) 28""",Each,
M4004009,"Pavement Marker, Raised, Vertical Surface Mount Post (White) 28""",Each,
M4004010,"Pavement Marker, Flex Curb (Yellow) 36""",Each,
M4004011,"Pavement Marker, Flex Curb (White) 36""",Each,
M4004012,"Pavement Marker, Flex Curb, End Cap (Yellow) Reflectorized",Each,
M4004013,"Pavement Marker, Raised, ADOT Type M White (Large Chanel Marker) (Non-Reflective)",Each,
M4004014,"Pavement Marker, Flex Curb, End Cap (White) Reflectorized",Each,
M4004015,"Pavement Marker, Flex Curb, Anchors",Each,
M4004016,"Pavement Marker, Raised, ADOT Type M White (Large Chanel Marker) (Non-Reflective)",Each,
M4004017,"Pavement Marker, Raised, ADOT Type A (White, Lane Marker) (Non-Reflective)",Each,
M4004018,"Pavement Marker, Raised, ADOT Type AY (Yellow, Lane Marker) (Non-Reflective)",Each,
M4004019,"Pavement Marker, Raised, ADOT Type J (White, Large Channel Marker) (Reflective)",Each,
M4004020,"Pavement Marker, Raised, ADOT Type JY (Yellow, Large Channel Marker) (Reflective)",Each,
M4004022,"Pavement Marking (Paint, Legend) Ped X-ing",Each,
M4004023,"Pavement Marking (Paint, Legend) Railroad Crossing",Each,
M4004024,"Pavement Marking (Paint, Legend) Roadway Name per Plan. Including Both Crosswalk Lines",Each,
,,,
M4004030,Decorative Color Asphalt Coating with Clear Coat Sealant,Each,
M4004055,"24"" D X 12"" W/ MINIMUM CLASS 'B' CONCRETE FOOTING FOR STEEL POSTS",L.F.,
M4004072,"Pavement Marking, Preformed, Bike Arrow (Left Turn)",Each,
M4004090,"Oblong Low Humps, Zebra Lane Seperator",Each,
M4004100,"Foundation for Square Perforated Tube Sign Post, MCDOT Standard Detail 2058",Each,
M4004101,Sign Post (P-1) Square Perforated,Each,
M4004102,"Foundation for Sign Post (P-1) (Perforated, U-Channel or Round)",Each,
M4004103,U-Channel Post,Each,
M4004104,Galvanized Round Post,Each,
M4004105,Regulation Sign Panels,Sq. Ft.,
M4004107,Warning Sign Panels,Sq. Ft.,
M4004108,Overhead Airport Advance Sign Panels,Each,
M4004109,"Flat Sheet Aluminum Sign Panel (0.080"")",Sq. Ft.,
M4004110,Miscellaneous Work for Signs,Job,
M4004111,"Cantilever Sign Structure (City of Phoenix, including Foundation)",Each,
M4004112,Precast Airport Signs and Foundations by T-PAC,Each,
M4004113,Entrance Sign,Each,
M4004115,Allowance for Specialty Signs,Job,
M4004120,ADOT Signing Modifications,Job,
M4004121,Foundation for Tapered Tube Sign Structure,Each,
M4004122,Tapered Tube Sign Structure,Each,
M4004123,Relocate Overhead Sign to Sign Structure,Job,
M4004124,Relocate Electrical for Sign Structure Lighting,Job,
M4004409,"Pavement Marking (Yellow Tape) 4"" Cat Track",Lin. Ft.,
M4004410,"Pavement Marking (White Tape) 4""",Lin. Ft.,
M4004411,"Pavement Marking (White Tape) 4"" Cat Track",Lin. Ft.,
M4004412,Flat Sheet Sign Panels (Type IV or equivalent or higher) Retro-Reflective Sheeting,Sq. Ft.,
M4004413,Flat Sheet Sign Panels (Type IX or XI or equivalent) Retro-Reflective Sheeting,Sq. Ft.,
M4004414,Flex Material (Type IV or equivalent or higher) Retro-Reflective Sheeting,Sq. Ft.,
M4004415,Replace Illuminated Street Sign Panels,Each,
M4004416,Remove & Salvage Existing Sign Panels,Job,
M4004417,Remove and Recycle Traffic Sign Panels,L.S.,
M4004500,Pavement Striping (Perimeter Road),Lin. Ft.,
M4004501,"Pavement Marking (White Thermoplastic) 4""",Lin. Ft.,
M4004502,"Pavement Marking (Yellow Thermoplastic) 4""",Lin. Ft.,
M4004503,"Pavement Marking (White Thermoplastic) (90 Mils) 10""",Lin. Ft.,
M4004504,"Pavement Marking (Yellow Thermoplastic) 10""",Lin. Ft.,
M4004505,"Pavement Marking (Yellow Paint) (15 mils) 4""",Lin. Ft.,
M4004506,"Pavement Marking (White Paint) (15 mils) 4""",Lin. Ft.,
M4004507,"Pavement Marking (White Paint) (15 mils) 6""",Lin. Ft.,
M4004508,"Pavement Marking (White Paint) 8""",Lin. Ft.,
M4004509,"Pavement Marking (White Paint) (15 mils) 10""",Lin. Ft.,
M4004510,"Pavement Marking  (Yellow Tape) 4"" Cat Track",Lin. Ft.,
M4004511,"Pavement Marking  (White Tape) 4"" Cat Track",Lin. Ft.,
M4004512,"Pavement Marking  (Yellow Tape) 8"" Cat Track",Lin. Ft.,
M4004513,"Pavement Marking  (White Tape) 8"" Cat Track",Lin. Ft.,
M4004514,"Pavement Marking  (Yellow Tape) 10"" Cat Track",Lin. Ft.,
M4004515,"Pavement Marking  (White Tape) 10""",Lin. Ft.,
M4004516,Pavement Marking  (White Tape) Shark's Teeth,Each,
M4004517,"Pavement Marking  (Yellow Tape) School Portable Sign Dot - 12""",Each,
M4004518,"Pavement Marking  (Paint, Stencil Legend) (15 mils)",Each,
M4004519,"Pavement Marking (White Thermoplastic) (90 Mils) 8""",Lin. Ft.,
M4004520,"Pavement Marking, Preformed, Type I Single Arrow",Each,
M4004521,"Pavement Marking, Preformed, Type I Legend (Only)",Each,
M4004522,"Pavement Marking, Preformed, Double Arrow",Each,
M4004523,"Pavement Marking, Preformed, Triple Arrow",Each,
M4004524,"Pavement Marking (Yellow Thermoplastic) (0.090"") 4""",L. F.,
M4004525,ADOT Pavement Markings,Job,
M4004526,"Pavement Marking (White Thermoplastic) (0.090"") 4""",L. F.,
M4004527,"Pavement Marking (Yellow Thermoplastic) (0.090"") 4""",L. F.,
M4004528,"Pavement Marking (Yellow Thermoplastic) (0.090"") 4""",L. F.,
M4004529,"Pavement Marking (Yellow Thermoplastic) (0.090"") 4""",L. F.,
M4004530,"Pavement Marking, Dura-Therm Crosswalk",Sq. Ft.,
M4004540,"Pavement Marking (White Tape) 10"" Cat Track",Lin. Ft.,
M4004541,"Pavement Marking (Yellow Thermoplastic) (0.090"") 4""",L. F.,
M4004550,"Pavement Marking (White Tape) 6"" Cat Track",Lin. Ft.,
M4004552,"Pavement Marking (Paint, Stencil Legend) (15 mils) Shared Use (Sharrow)",Each,
M4004555,"Pavement Marking (Paint, Stencil Legend) (15 mils) PED X-ING",Each,
M4004556,"Pavement Marking (Paint, Stencil Legend) (15 mils) School",Each,
M4004557,"Pavement Marking (Paint, Legend) 8-Foot Bike",Each,
M4004558,"Pavement Marking (Paint, Stencil Legend) (15 mils) Only",Each,
M4004559,"Pavement Marking (Paint, Stencil Legend) (15 mils) RR X-ING",Each,
M4004560,"Pavement Marking (Paint, Stencil Legend) (15 mils) Stop",Each,
M4004561,Pavement Marking (White Tape) Only,Each,
M4004563,Pavement Marking (Misc Stencil),Sq. Ft.,
M4004564,Pavement Marking Preformed School Stencil,Each,
M4004565,"Pavement Marking, Preformed, Single Arrow (14-Foot U-Turn)",Each,
M4004570,"Pavement Marking, Preformed, Single Arrow (Left Turn)",Each,
M4004575,"Pavement Marking, Preformed, Single Arrow (Right Turn)",Each,
M4004580,"Pavement Marking, Preformed, Single Arrow (Thru)",Each,
M4004581,"Pavement Marking, Preformed, Double Arrow (Left/Right Turn)",Each,
M4004582,"Pavement Marking, Preformed, Double Arrow (Right Turn/Thru Arrow)",Each,
M4004583,"Pavment Marking, Preformed, Single Arrow (Thru)",Each,
M4004584,"Pavement Marking, Preformed, Double Arrow (2- Way Left Turn)",Each,
M4004585,"Pavement Marking, Preformed, Double Arrow (Left Turn/Thru)",Each,
M4004590,"Pavement Marking, Preformed, Double Arrow (Left/Right Turn)",Each,
M4004595,"Pavement Marking, Preformed, Double Arrow (Right Turn/Thru)",Each,
M4004600,"Pavement Marking, Preformed, Double Arrow (2-Way Left Turn)",Each,
M4004610,"Pavement Marking, Preformed, Triple Arrow (Left/Right Turn/Thru)",Each,
M4004615,"Pavement Marking, Preformed, Bike Symbol",Each,
M4005004,Wire Fence w/Gate Per Plans,Lin. Ft.,
M4005101,"Ornamental Iron Fence, Height per Plans, Furnish and Install",Lin. Ft.,
M4005102,Install Ornamental Iron Fence,Lin. Ft.,
M4005103,Relocate Ornamental Iron Fence,Lin. Ft.,
M4005140,Bridge Railing,Lin. Ft.,
M4005142,Decorative Railing per Detail on Plans,Lin. Ft.,
M4005143,"Decorative Steel Fence, Height = 2'- 0""",Lin. Ft.,
M4005144,"Decorative Steel Fence, Height = 2'-4""",Lin. Ft.,
M4005150,"Decorative Steel Fence, Height= 4'-6""",Lin. Ft.,
M4005156,"Decorative Steel Fence, Height = 6'- 0""",Lin. Ft.,
M4005157,"Decorative Steel Fence, Height = 7'- 0""",Lin. Ft.,
M4005159,"Decorative Steel Fence, Height = 9'-0""",Lin. Ft.,
M4005200,"Wrought Iron Maze Fence w/Gate, 6' High, Furnish and Install per Detail",Lump Sum,
M4005205,Wrought Iron Fence Per Detail,Lin. Ft.,
M4005206,6' Steel Gate and Locking Device,Each,
M4005207,"Wrought Iron Fence (7'-0"")",Lin. Ft.,
M4005300,"6-Foot Wrought Iron Gate, 3' Wide",Each,
M4005304,"6-Foot Wrought Iron Gate, 4' Wide",Each,
M4005306,"6-Foot wrought Iron Gate, 6' Wide",Each,
M4005407,Colorant for Galvanized Metal,L.F.,
401,Traffic Control - Contingent Items,,
M4011000,Owner's Contingency,L.S.,
M4011061,"Barricade, Standard Detail P-1106, Type ""A""",Each,
M4011062,"Barricade, Standard Detail P-1106, Type ""B""",Lin. Ft.,
M4011100,Steel Barricade/Gate per Detail on Plans,Lin. Ft.,
M4011900,Traffic Control Devices,Day,
M4011901,Traffic Control Devices,Job,
M4011902,Sign,Each,
M4011903,Traffic Control Devices,LS,
M4011904,Traffic Control Devices,LS,
M4012000,Traffic Control Devices,Job,
M4012001,Traffic Control Plan,Job,
M4012002,Alternate Traffic Control Plan,Job,
M4012003,Traffic Control (Includes Steel Crossing Plates),Job,
M4012004,Variable Message Board,Day,
M4012005,Allowance for Maintaining Traffic Control Devices,T&M,
M4013000,"Allowance for Uniformed, Off-duty Law Enforcement Officer",JOB,
M4013001,"Allowance for Uniformed, Off-duty Law Enforcement Officer",Hour,
M4013002,Adjust Existing Manhole Frames and Clean Cover,Each,
M4013003,"Allowance for Uniformed, Off-duty Law Enforcement Officer",LS,
M4013004,"Allowance for Uniformed, Off-duty Law Enforcement Officer",LS,
M4013020,Traffic Control,Lump Sum,
M4015005,"Traffic Barricade Allowance, Time & Materials",Job,
M4015050,Temporary Jersey Barriers,Lin. Ft.,
405,Monuments,,
M4051201,"Survey Marker, MAG Standard Det. 120-1, Type ""A""",Each,
M4051202,"Survey Marker, MAG Standard Det. 120-1, Type ""B""",Each,
M4051203,"Survey Monument and Right-of-Way Marker, ADOT Std. C-21.10",Each,
410,Precast Safety Curbs,,
M4100072,"Precast Safety Curb, MAG Standard Detail 150 Type ""B-3""",Each,
M4100075,Relocate Existing Precast Safety Curb,Each,
M410NNNN,,,
415,Flexible Metal Guardrail,,
M4153015,Flared Breakaway Cable Terminal Assembly ADOT Standard Detail C-10.15 & C-10.16,Each,
M4153020,Breakaway Cable Transition SRT-350,Each,
